,reaction,lb,ub
798,EX_docohxeth[e],0.0,1000
799,EX_docteteth[e],0.0,1000
800,EX_dodecanac[e],0.0,1000
801,EX_elaidcrn[e],0.0,1000
802,EX_forglu[e],0.0,1000
803,EX_HC00900[e],0.0,1000
804,EX_hepdeceth[e],0.0,1000
805,EX_hexdeceeth[e],0.0,1000
806,EX_hexdiac[e],0.0,1000
807,EX_hgentis[e],0.0,1000
808,EX_hmcarn[e],0.0,1000
809,EX_hmcr[e],0.0,1000
810,EX_hxcoa[e],0.0,1000
811,EX_leuktrB4wcooh[e],0.0,1000
812,EX_leuktrB4woh[e],0.0,1000
813,EX_lineth[e],0.0,1000
814,EX_lnlccrn[e],0.0,1000
815,EX_Lpipecol[e],0.0,1000
816,EX_lthstrl[e],0.0,1000
817,EX_magarachi_hs[e],0.0,1000
818,EX_maglinl_hs[e],0.0,1000
819,EX_magole_hs[e],0.0,1000
820,EX_magpalm_hs[e],0.0,1000
821,EX_magste_hs[e],0.0,1000
822,EX_mev_R[e],0.0,1000
823,EX_mi1p_D[e],0.0,1000
824,EX_Nacasp[e],0.0,1000
825,EX_nwharg[e],0.0,1000
826,EX_oleth[e],0.0,1000
827,EX_pailar_hs[e],0.0,1000
828,EX_pailpalm_hs[e],0.0,1000
829,EX_pailste_hs[e],0.0,1000
830,EX_pchol2linl_hs[e],0.0,1000
831,EX_pchol2ole_hs[e],0.0,1000
832,EX_pchol2palm_hs[e],0.0,1000
833,EX_pchol2ste_hs[e],0.0,1000
834,EX_pcholar_hs[e],0.0,1000
835,EX_pcholdoc_hs[e],0.0,1000
836,EX_pcholeic_hs[e],0.0,1000
837,EX_pcholet_hs[e],0.0,1000
838,EX_pcholhep_hs[e],0.0,1000
839,EX_pchollinl_hs[e],0.0,1000
840,EX_pcholmyr_hs[e],0.0,1000
841,EX_pcholn15_hs[e],0.0,1000
842,EX_pcholn183_hs[e],0.0,1000
843,EX_pcholn1836_hs[e],0.0,1000
844,EX_pcholn19_hs[e],0.0,1000
845,EX_pcholn201_hs[e],0.0,1000
846,EX_pcholn203_hs[e],0.0,1000
847,EX_pcholn204_hs[e],0.0,1000
848,EX_pcholn205_hs[e],0.0,1000
849,EX_pcholn224_hs[e],0.0,1000
850,EX_pcholn225_hs[e],0.0,1000
851,EX_pcholn2254_hs[e],0.0,1000
852,EX_pcholn226_hs[e],0.0,1000
853,EX_pcholn24_hs[e],0.0,1000
854,EX_pcholn261_hs[e],0.0,1000
855,EX_pcholn28_hs[e],0.0,1000
856,EX_pcholn281_hs[e],0.0,1000
857,EX_pcholole_hs[e],0.0,1000
858,EX_pcholpalm_hs[e],0.0,1000
859,EX_pcholpalme_hs[e],0.0,1000
860,EX_pcholste_hs[e],0.0,1000
861,EX_pcollg5hlys[e],0.0,1000
862,EX_pe12_hs[e],0.0,1000
863,EX_pe13_hs[e],0.0,1000
864,EX_pe14_hs[e],0.0,1000
865,EX_pe15_hs[e],0.0,1000
866,EX_pe161_hs[e],0.0,1000
867,EX_pe17_hs[e],0.0,1000
868,EX_pe203_hs[e],0.0,1000
869,EX_pe224_hs[e],0.0,1000
870,EX_pe226_hs[e],0.0,1000
871,EX_pe2linl_hs[e],0.0,1000
872,EX_pear_hs[e],0.0,1000
873,EX_pedh203_hs[e],0.0,1000
874,EX_pelinl_hs[e],0.0,1000
875,EX_pendecaeth[e],0.0,1000
876,EX_peole_hs[e],0.0,1000
877,EX_pepalm_hs[e],0.0,1000
878,EX_peste_hs[e],0.0,1000
879,EX_pmeth[e],0.0,1000
880,EX_saccrp_L[e],0.0,1000
881,EX_sebacid[e],0.0,1000
882,EX_sphmyln180241_hs[e],0.0,1000
883,EX_sphmyln18114_hs[e],0.0,1000
884,EX_sphmyln18115_hs[e],0.0,1000
885,EX_sphmyln18116_hs[e],0.0,1000
886,EX_sphmyln181161_hs[e],0.0,1000
887,EX_sphmyln18117_hs[e],0.0,1000
888,EX_sphmyln18118_hs[e],0.0,1000
889,EX_sphmyln181181_hs[e],0.0,1000
890,EX_sphmyln18120_hs[e],0.0,1000
891,EX_sphmyln181201_hs[e],0.0,1000
892,EX_sphmyln18121_hs[e],0.0,1000
893,EX_sphmyln18122_hs[e],0.0,1000
894,EX_sphmyln181221_hs[e],0.0,1000
895,EX_sphmyln18123_hs[e],0.0,1000
896,EX_sphmyln1824_hs[e],0.0,1000
897,EX_sphmyln1825_hs[e],0.0,1000
898,EX_steeth[e],0.0,1000
899,EX_subeac[e],0.0,1000
900,EX_tetdeca511ac[e],0.0,1000
901,EX_tetdecaeth[e],0.0,1000
902,EX_thrnt[e],0.0,1000
903,EX_tmlys[e],0.0,1000
904,EX_trideceth[e],0.0,1000
905,EX_ttdcrn[e],0.0,1000
906,EX_txb2[e],0.0,1000
907,EX_urcan[e],0.0,1000
908,EX_wharachd[e],0.0,1000
909,EX_xolest181_hs[e],0.0,1000
910,EX_xolest182_hs[e],0.0,1000
911,EX_xolest183_hs[e],0.0,1000
912,EX_xolest204_hs[e],0.0,1000
913,EX_xolest205_hs[e],0.0,1000
914,EX_xolest226_hs[e],0.0,1000
915,EX_acile_L[e],0.0,1000
916,EX_acleu_L[e],0.0,1000
917,EX_achom_L[e],0.0,1000
918,EX_phacgly[e],0.0,1000
919,EX_3hpppn[e],0.0,1000
920,EX_3moxtyr[e],0.0,1000
921,EX_5aop[e],0.0,1000
922,EX_abt_D[e],0.0,1000
923,EX_acglu[e],0.0,1000
924,EX_alltn[e],0.0,1000
925,EX_CE2510[e],0.0,1000
926,EX_CE2516[e],0.0,1000
927,EX_ddca[e],0.0,1000
928,EX_glyc2p[e],0.0,1000
929,EX_glyclt[e],0.0,1000
930,EX_Lcyst[e],0.0,1000
931,EX_oaa[e],0.0,1000
932,EX_pac[e],0.0,1000
933,EX_phlac[e],0.0,1000
934,EX_pser_L[e],0.0,1000
935,EX_ttdcea[e],0.0,1000
936,EX_3hcinnm[e],0.0,1000
937,EX_3hppa[e],0.0,1000
938,EX_bgly[e],0.0,1000
939,EX_pheacgly[e],0.0,1000
940,EX_bz[e],0.0,1000
941,EX_pcresol[e],0.0,1000
942,EX_pcs[e],0.0,1000
943,EX_inds[e],0.0,1000
944,EX_normete_L[e],0.0,1000
945,EX_C05300[e],0.0,1000
946,EX_retinal[e],0.0,1000
947,EX_maltttr[e],0.0,1000
948,EX_progly[e],0.0,1000
949,EX_dhbpt[e],0.0,1000
950,EX_thbpt[e],0.0,1000
951,EX_alaargcys[e],0.0,1000
952,EX_alaarggly[e],0.0,1000
953,EX_alaasnleu[e],0.0,1000
954,EX_alaglylys[e],0.0,1000
955,EX_alahisala[e],0.0,1000
956,EX_alalysthr[e],0.0,1000
957,EX_argalaala[e],0.0,1000
958,EX_argalaphe[e],0.0,1000
959,EX_argalathr[e],0.0,1000
960,EX_argarg[e],0.0,1000
961,EX_argarglys[e],0.0,1000
962,EX_argargmet[e],0.0,1000
963,EX_argcysgly[e],0.0,1000
964,EX_argcysser[e],0.0,1000
965,EX_arggluglu[e],0.0,1000
966,EX_argglupro[e],0.0,1000
967,EX_argglygly[e],0.0,1000
968,EX_arghisthr[e],0.0,1000
969,EX_argleuphe[e],0.0,1000
970,EX_arglysasp[e],0.0,1000
971,EX_argphearg[e],0.0,1000
972,EX_argpromet[e],0.0,1000
973,EX_argprothr[e],0.0,1000
974,EX_argserser[e],0.0,1000
975,EX_argtyrval[e],0.0,1000
976,EX_argvalcys[e],0.0,1000
977,EX_argvaltrp[e],0.0,1000
978,EX_asnasnarg[e],0.0,1000
979,EX_asncyscys[e],0.0,1000
980,EX_asnmetpro[e],0.0,1000
981,EX_asnpheasp[e],0.0,1000
982,EX_asnphecys[e],0.0,1000
983,EX_asntyrgly[e],0.0,1000
984,EX_asntyrphe[e],0.0,1000
985,EX_asntyrthr[e],0.0,1000
986,EX_aspalaarg[e],0.0,1000
987,EX_aspasnglu[e],0.0,1000
988,EX_aspglu[e],0.0,1000
989,EX_aspglupro[e],0.0,1000
990,EX_aspglutrp[e],0.0,1000
991,EX_asphiscys[e],0.0,1000
992,EX_asphispro[e],0.0,1000
993,EX_asplysglu[e],0.0,1000
994,EX_asplyshis[e],0.0,1000
995,EX_aspmetasp[e],0.0,1000
996,EX_aspprolys[e],0.0,1000
997,EX_aspvalasn[e],0.0,1000
998,EX_cysasnmet[e],0.0,1000
999,EX_cysaspphe[e],0.0,1000
1000,EX_cyscys[e],0.0,1000
1001,EX_cysglnmet[e],0.0,1000
1002,EX_cysgluhis[e],0.0,1000
1003,EX_cysglutrp[e],0.0,1000
1004,EX_cysleuthr[e],0.0,1000
1005,EX_cyssermet[e],0.0,1000
1006,EX_cystyrasn[e],0.0,1000
1007,EX_glnasngln[e],0.0,1000
1008,EX_glnhishis[e],0.0,1000
1009,EX_glnhislys[e],0.0,1000
1010,EX_glnlyslys[e],0.0,1000
1011,EX_glnlystrp[e],0.0,1000
1012,EX_glnproglu[e],0.0,1000
1013,EX_glntrpglu[e],0.0,1000
1014,EX_glntyrleu[e],0.0,1000
1015,EX_gluargleu[e],0.0,1000
1016,EX_gluasnleu[e],0.0,1000
1017,EX_gluglu[e],0.0,1000
1018,EX_gluilelys[e],0.0,1000
1019,EX_gluleu[e],0.0,1000
1020,EX_glumet[e],0.0,1000
1021,EX_glumethis[e],0.0,1000
1022,EX_gluthr[e],0.0,1000
1023,EX_gluthrlys[e],0.0,1000
1024,EX_glutrpala[e],0.0,1000
1025,EX_glyhisasn[e],0.0,1000
1026,EX_glyhislys[e],0.0,1000
1027,EX_glylyscys[e],0.0,1000
1028,EX_glylysphe[e],0.0,1000
1029,EX_glytyrlys[e],0.0,1000
1030,EX_glyvalhis[e],0.0,1000
1031,EX_hisargcys[e],0.0,1000
1032,EX_hisargser[e],0.0,1000
1033,EX_hisasp[e],0.0,1000
1034,EX_hiscyscys[e],0.0,1000
1035,EX_hisglnala[e],0.0,1000
1036,EX_hisglu[e],0.0,1000
1037,EX_hisglugln[e],0.0,1000
1038,EX_hisglylys[e],0.0,1000
1039,EX_hishislys[e],0.0,1000
1040,EX_hislysala[e],0.0,1000
1041,EX_hislysglu[e],0.0,1000
1042,EX_hislysile[e],0.0,1000
1043,EX_hislysthr[e],0.0,1000
1044,EX_hislysval[e],0.0,1000
1045,EX_hismet[e],0.0,1000
1046,EX_hismetgln[e],0.0,1000
1047,EX_hisphearg[e],0.0,1000
1048,EX_hisprolys[e],0.0,1000
1049,EX_histrphis[e],0.0,1000
1050,EX_ileargile[e],0.0,1000
1051,EX_ileasnhis[e],0.0,1000
1052,EX_ileasp[e],0.0,1000
1053,EX_ileglnglu[e],0.0,1000
1054,EX_ileglyarg[e],0.0,1000
1055,EX_ileprolys[e],0.0,1000
1056,EX_ileserarg[e],0.0,1000
1057,EX_iletrptyr[e],0.0,1000
1058,EX_leualaarg[e],0.0,1000
1059,EX_leuasnasp[e],0.0,1000
1060,EX_leuasplys[e],0.0,1000
1061,EX_leuleutrp[e],0.0,1000
1062,EX_leupro[e],0.0,1000
1063,EX_leuproarg[e],0.0,1000
1064,EX_leusertrp[e],0.0,1000
1065,EX_leutrp[e],0.0,1000
1066,EX_leutrparg[e],0.0,1000
1067,EX_leutyrtyr[e],0.0,1000
1068,EX_leuval[e],0.0,1000
1069,EX_lysargleu[e],0.0,1000
1070,EX_lyscyshis[e],0.0,1000
1071,EX_lysglnphe[e],0.0,1000
1072,EX_lysgluglu[e],0.0,1000
1073,EX_lyslyslys[e],0.0,1000
1074,EX_lyspheile[e],0.0,1000
1075,EX_lystrparg[e],0.0,1000
1076,EX_lystyrile[e],0.0,1000
1077,EX_lysvalphe[e],0.0,1000
1078,EX_lysvaltrp[e],0.0,1000
1079,EX_metargleu[e],0.0,1000
1080,EX_metasntyr[e],0.0,1000
1081,EX_metglntyr[e],0.0,1000
1082,EX_metglyarg[e],0.0,1000
1083,EX_methislys[e],0.0,1000
1084,EX_metmetile[e],0.0,1000
1085,EX_metphearg[e],0.0,1000
1086,EX_mettrpphe[e],0.0,1000
1087,EX_pheasnmet[e],0.0,1000
1088,EX_pheasp[e],0.0,1000
1089,EX_pheglnphe[e],0.0,1000
1090,EX_pheleu[e],0.0,1000
1091,EX_pheleuasp[e],0.0,1000
1092,EX_pheleuhis[e],0.0,1000
1093,EX_phelysala[e],0.0,1000
1094,EX_phelyspro[e],0.0,1000
1095,EX_phephe[e],0.0,1000
1096,EX_phepheasn[e],0.0,1000
1097,EX_phephethr[e],0.0,1000
1098,EX_pheproarg[e],0.0,1000
1099,EX_phesertrp[e],0.0,1000
1100,EX_phethrlys[e],0.0,1000
1101,EX_phetrpleu[e],0.0,1000
1102,EX_phetyr[e],0.0,1000
1103,EX_phetyrgln[e],0.0,1000
1104,EX_phetyrlys[e],0.0,1000
1105,EX_proargasp[e],0.0,1000
1106,EX_proargcys[e],0.0,1000
1107,EX_proasncys[e],0.0,1000
1108,EX_procys[e],0.0,1000
1109,EX_proglnpro[e],0.0,1000
1110,EX_proglulys[e],0.0,1000
1111,EX_prohis[e],0.0,1000
1112,EX_prohistyr[e],0.0,1000
1113,EX_proleuarg[e],0.0,1000
1114,EX_prolyspro[e],0.0,1000
1115,EX_prophe[e],0.0,1000
1116,EX_proproarg[e],0.0,1000
1117,EX_propropro[e],0.0,1000
1118,EX_protrplys[e],0.0,1000
1119,EX_protrpthr[e],0.0,1000
1120,EX_provalgln[e],0.0,1000
1121,EX_serargala[e],0.0,1000
1122,EX_serargtrp[e],0.0,1000
1123,EX_sercysarg[e],0.0,1000
1124,EX_serglyglu[e],0.0,1000
1125,EX_serlyshis[e],0.0,1000
1126,EX_serphelys[e],0.0,1000
1127,EX_sertrphis[e],0.0,1000
1128,EX_thrargtyr[e],0.0,1000
1129,EX_thrasntyr[e],0.0,1000
1130,EX_thrglnglu[e],0.0,1000
1131,EX_thrglntyr[e],0.0,1000
1132,EX_thrhishis[e],0.0,1000
1133,EX_thrilearg[e],0.0,1000
1134,EX_thrmetarg[e],0.0,1000
1135,EX_thrphearg[e],0.0,1000
1136,EX_thrserarg[e],0.0,1000
1137,EX_thrthrarg[e],0.0,1000
1138,EX_thrtyrmet[e],0.0,1000
1139,EX_trpalapro[e],0.0,1000
1140,EX_trpargala[e],0.0,1000
1141,EX_trpaspasp[e],0.0,1000
1142,EX_trpglngln[e],0.0,1000
1143,EX_trpglugly[e],0.0,1000
1144,EX_trpgluleu[e],0.0,1000
1145,EX_trpglupro[e],0.0,1000
1146,EX_trpglutyr[e],0.0,1000
1147,EX_trpglyleu[e],0.0,1000
1148,EX_trpglyphe[e],0.0,1000
1149,EX_trpglyval[e],0.0,1000
1150,EX_trphismet[e],0.0,1000
1151,EX_trpilelys[e],0.0,1000
1152,EX_trpiletrp[e],0.0,1000
1153,EX_trpleuval[e],0.0,1000
1154,EX_trplys[e],0.0,1000
1155,EX_trpmetarg[e],0.0,1000
1156,EX_trpmetval[e],0.0,1000
1157,EX_trpphe[e],0.0,1000
1158,EX_trpprogly[e],0.0,1000
1159,EX_trpproleu[e],0.0,1000
1160,EX_trpproval[e],0.0,1000
1161,EX_trpsertyr[e],0.0,1000
1162,EX_trpthrglu[e],0.0,1000
1163,EX_trpthrile[e],0.0,1000
1164,EX_trpthrtyr[e],0.0,1000
1165,EX_trptyrgln[e],0.0,1000
1166,EX_trptyrtyr[e],0.0,1000
1167,EX_trpvalasp[e],0.0,1000
1168,EX_tyrala[e],0.0,1000
1169,EX_tyralaphe[e],0.0,1000
1170,EX_tyrargglu[e],0.0,1000
1171,EX_tyrargser[e],0.0,1000
1172,EX_tyrasparg[e],0.0,1000
1173,EX_tyrcysgly[e],0.0,1000
1174,EX_tyrcysthr[e],0.0,1000
1175,EX_tyrglu[e],0.0,1000
1176,EX_tyrleuarg[e],0.0,1000
1177,EX_tyrphetyr[e],0.0,1000
1178,EX_tyrthr[e],0.0,1000
1179,EX_tyrtrpphe[e],0.0,1000
1180,EX_tyrtyr[e],0.0,1000
1181,EX_tyrvalmet[e],0.0,1000
1182,EX_valarggly[e],0.0,1000
1183,EX_valhisasn[e],0.0,1000
1184,EX_valleuphe[e],0.0,1000
1185,EX_vallystyr[e],0.0,1000
1186,EX_valphearg[e],0.0,1000
1187,EX_valprotrp[e],0.0,1000
1188,EX_valserarg[e],0.0,1000
1189,EX_valtrpphe[e],0.0,1000
1190,EX_valtrpval[e],0.0,1000
1191,EX_valval[e],0.0,1000
1192,EX_trpglyasp[e],0.0,1000
1193,EX_sphmyln_hs[e],0.0,1000
1194,EX_hxa[e],0.0,1000
1195,EX_Lhcystin[e],0.0,1000
1196,EX_core4[e],0.0,1000
1197,EX_f1a[e],0.0,1000
1198,EX_galam[e],0.0,1000
1199,EX_gncore1[e],0.0,1000
1200,EX_mqn10[e],0.0,1000
1201,EX_mqn11[e],0.0,1000
1202,EX_mqn7[e],0.0,1000
1203,EX_mqn9[e],0.0,1000
1204,EX_s2l2n2m2m[e],0.0,1000
1205,EX_lpam[e],0.0,1000
1206,EX_acgal[e],0.0,1000
1207,EX_acnam[e],0.0,1000
1208,EX_pcreat[e],0.0,1000
1209,EX_HC00342[e],0.0,1000
1210,EX_C08261[e],0.0,1000
1211,EX_pa_hs[e],0.0,1000
1212,EX_CE2934[e],0.0,1000
1213,EX_dxtrn[e],0.0,1000
1214,EX_dhcholestanate[e],0.0,1000
1215,EX_thcholstoic[e],0.0,1000
1216,EX_xol7ah3[e],0.0,1000
1217,EX_xol7aone[e],0.0,1000
1218,EX_xoldiolone[e],0.0,1000
1219,EX_7klitchol[e],0.0,1000
1220,EX_2obut[e],0.0,1000
1221,EX_glutar[e],0.0,1000
1222,EX_glcn[e],0.0,1000
1223,EX_fum[e],0.0,1000
1224,EX_glyleu[e],0.0,1000
1225,EX_glyphe[e],0.0,1000
1226,EX_glypro[e],0.0,1000
1227,EX_mal_L[e],0.0,1000
1228,EX_ppi[e],0.0,1000
1229,EX_ind3ac[e],0.0,1000
1230,EX_nh4[e],0.0,1000
1231,EX_galt[e],0.0,1000
1232,EX_glcr[e],0.0,1000
1233,EX_glcur[e],0.0,1000
1234,EX_malthx[e],0.0,1000
1235,EX_ptrc[e],0.0,1000
1236,EX_spmd[e],0.0,1000
1237,EX_xan[e],0.0,1000
1238,EX_4hbz[e],0.0,1000
1239,EX_34dhpha[e],0.0,1000
1240,EX_mqn8[e],0.0,1000
1241,EX_indole[e],0.0,1000
1242,EX_ch4s[e],0.0,1000
1243,EX_phpyr[e],0.0,1000
1244,EX_tym[e],0.0,1000
1245,EX_2hyoxplac[e],0.0,1000
1246,EX_lanost[e],0.0,1000
1247,EX_3mox4hoxm[e],0.0,1000
1248,EX_glx[e],0.0,1000
1249,EX_CE4970[e],0.0,1000
1250,EX_CE2026[e],0.0,1000
1251,EX_CE4968[e],0.0,1000
1252,EX_actyr[e],0.0,1000
1253,EX_sucaceto[e],0.0,1000
1254,EX_vanillac[e],0.0,1000
1255,EX_nacvanala[e],0.0,1000
1256,EX_2h3mv[e],0.0,1000
1257,EX_2hiv[e],0.0,1000
1258,EX_2m3hbu[e],0.0,1000
1259,EX_2m3hvac[e],0.0,1000
1260,EX_3h3mglt[e],0.0,1000
1261,EX_3mglutac[e],0.0,1000
1262,EX_3mglutr[e],0.0,1000
1263,EX_ppiogly[e],0.0,1000
1264,EX_mvlac[e],0.0,1000
1265,EX_tiggly[e],0.0,1000
1266,EX_3ohglutac[e],0.0,1000
1267,EX_glutcon[e],0.0,1000
1268,EX_3hivac[e],0.0,1000
1269,EX_3hadpac[e],0.0,1000
1270,EX_3ohsebac[e],0.0,1000
1271,EX_3ohsubac[e],0.0,1000
1272,EX_5ohhexa[e],0.0,1000
1273,EX_7ohocata[e],0.0,1000
1274,EX_ethmalac[e],0.0,1000
1275,EX_hexgly[e],0.0,1000
1276,EX_methsucc[e],0.0,1000
1277,EX_subgly[e],0.0,1000
1278,EX_4ohbut[e],0.0,1000
1279,EX_2hxic_L[e],0.0,1000
1280,EX_2hydog[e],0.0,1000
1281,EX_thexdd[e],0.0,1000
1282,EX_hexdtr[e],0.0,1000
1283,EX_hpdece[e],0.0,1000
1284,EX_eic21114tr[e],0.0,1000
1285,EX_5eipenc[e],0.0,1000
1286,EX_CE4969[e],0.0,1000
1287,EX_CE1310[e],0.0,1000
1288,EX_T4hcinnm[e],0.0,1000
1289,EX_sucsal[e],0.0,1000
1290,EX_CE7081[e],0.0,1000
1291,EX_egme[e],0.0,1000
1292,EX_12harachd[e],0.0,1000
1293,EX_18harachd[e],0.0,1000
1294,EX_sql[e],0.0,1000
1295,EX_5g2oxpt[e],0.0,1000
1296,EX_andrstndn[e],0.0,1000
1297,EX_dhea[e],0.0,1000
1298,EX_eandrstrn[e],0.0,1000
1299,EX_andrstandn[e],0.0,1000
1300,EX_CE2209[e],0.0,1000
1301,EX_estrone[e],0.0,1000
1302,EX_C05298[e],0.0,1000
1303,EX_C05301[e],0.0,1000
1304,EX_C05299[e],0.0,1000
1305,EX_C05302[e],0.0,1000
1306,EX_CE5072[e],0.0,1000
1307,EX_11docrtsl[e],0.0,1000
1308,EX_11docrtstrn[e],0.0,1000
1309,EX_prgnlone[e],0.0,1000
1310,EX_CE2211[e],0.0,1000
1311,EX_17ahprgstrn[e],0.0,1000
1312,EX_17ahprgnlone[e],0.0,1000
1313,EX_C03681[e],0.0,1000
1314,EX_HC02020[e],0.0,1000
1315,EX_prgnlones[e],0.0,1000
1316,EX_CE1352[e],0.0,1000
1317,EX_xol24oh[e],0.0,1000
1318,EX_xol27oh[e],0.0,1000
1319,EX_xol25oh[e],0.0,1000
1320,EX_dsmsterol[e],0.0,1000
1321,EX_chsterols[e],0.0,1000
1322,EX_3ityr_L[e],0.0,1000
1323,EX_35diotyr[e],0.0,1000
1324,EX_13_cis_retn[e],0.0,1000
1325,EX_CE1617[e],0.0,1000
1326,EX_HC00460[e],0.0,1000
1327,EX_34dhoxmand[e],0.0,1000
1328,EX_fna5moxam[e],0.0,1000
1329,EX_CE5643[e],0.0,1000
1330,EX_CE7090[e],0.0,1000
1331,EX_CE7085[e],0.0,1000
1332,EX_CE7096[e],0.0,1000
1333,EX_CE4877[e],0.0,1000
1334,EX_CE1447[e],0.0,1000
1335,EX_CE2006[e],0.0,1000
1336,EX_CE1401[e],0.0,1000
1337,EX_glucys[e],0.0,1000
1338,EX_n8aspmd[e],0.0,1000
1339,EX_CE6205[e],0.0,1000
1340,EX_melatn[e],0.0,1000
1341,EX_6hoxmelatn[e],0.0,1000
1342,EX_trypta[e],0.0,1000
1343,EX_C10164[e],0.0,1000
1344,EX_CE4890[e],0.0,1000
1345,EX_C09642[e],0.0,1000
1346,EX_C05767[e],0.0,1000
1347,EX_mhista[e],0.0,1000
1348,EX_ppbng[e],0.0,1000
1349,EX_13dampp[e],0.0,1000
1350,EX_mma[e],0.0,1000
1351,EX_12ppd_R[e],0.0,1000
1352,EX_ametam[e],0.0,1000
1353,EX_xylu_L[e],0.0,1000
1354,EX_xylu_D[e],0.0,1000
1355,EX_CE0737[e],0.0,1000
1356,EX_sphings[e],0.0,1000
1357,EX_hdd2crn[e],0.0,1000
1358,EX_im4ac[e],0.0,1000
1359,EX_CE1918[e],0.0,1000
1360,EX_mlthf[e],0.0,1000
1361,EX_ppp9[e],0.0,1000
1362,EX_aact[e],0.0,1000
1363,EX_CE2705[e],0.0,1000
1364,EX_sphgn[e],0.0,1000
1365,EX_selmeth[e],0.0,1000
1366,EX_N1aspmd[e],0.0,1000
1367,EX_1a25dhvitd3[e],0.0,1000
1368,EX_prist[e],0.0,1000
1369,EX_CE2049[e],0.0,1000
1370,EX_CE2047[e],0.0,1000
1371,EX_fdp[e],0.0,1000
1372,EX_coke[e],0.0,1000
1373,EX_5a2opntn[e],0.0,1000
1374,EX_vldl_hs[e],0.0,1000
1375,EX_idl_hs[e],0.0,1000
1376,EX_ldl_hs[e],0.0,1000
1377,EX_hdl_hs[e],0.0,1000
1378,EX_HC00005[e],0.0,1000
1379,EX_HC00006[e],0.0,1000
1380,EX_HC00007[e],0.0,1000
1381,EX_HC00008[e],0.0,1000
1382,EX_HC00009[e],0.0,1000
1383,EX_dopa4sf[e],0.0,1000
1384,EX_dopa4glcur[e],0.0,1000
1385,EX_dopa3glcur[e],0.0,1000
1386,EX_4glu56dihdind[e],0.0,1000
1387,EX_5cysdopa[e],0.0,1000
1388,EX_CE5025[e],0.0,1000
1389,EX_CE2172[e],0.0,1000
1390,EX_CE5629[e],0.0,1000
1391,EX_gd3_hs[e],0.0,1000
1392,EX_gluside_hs[e],0.0,1000
1393,EX_gm3_hs[e],0.0,1000
1394,EX_cmpacna[e],0.0,1000
1395,EX_gd2_hs[e],0.0,1000
1396,EX_gd1a_hs[e],0.0,1000
1397,EX_34dhpe[c],0.0,1000
1398,EX_pail_hs[e],-1000.0,1000
1399,EX_CE1243[e],0.0,1000
1400,EX_CE5026[e],0.0,1000
1401,EX_5cysgly34dhphe[e],0.0,1000
1402,EX_CE1261[e],0.0,1000
1403,EX_galgluside_hs[e],0.0,1000
1404,EX_ga1_hs[e],0.0,1000
1405,EX_gm1a_hs[e],0.0,1000
1406,EX_gm2a_hs[e],0.0,1000
1407,EX_gm1_hs[e],0.0,1000
1408,EX_gm1b_hs[e],0.0,1000
1409,EX_gd1b_hs[e],0.0,1000
1410,EX_gt1b_hs[e],0.0,1000
1411,EX_nadh[e],0.0,1000
1412,EX_12dhchol[e],0.0,1000
1413,EX_3dhcdchol[e],0.0,1000
1414,EX_3dhchol[e],0.0,1000
1415,EX_3dhdchol[e],0.0,1000
1416,EX_3dhlchol[e],0.0,1000
1417,EX_7dhcdchol[e],0.0,1000
1418,EX_7dhchol[e],0.0,1000
1419,EX_ca24g[e],0.0,1000
1420,EX_ca3s[e],0.0,1000
1421,EX_cdca24g[e],0.0,1000
1422,EX_cdca3g[e],0.0,1000
1423,EX_coprost[e],0.0,1000
1424,EX_dca24g[e],0.0,1000
1425,EX_dca3g[e],0.0,1000
1426,EX_dca3s[e],0.0,1000
1427,EX_gca3s[e],0.0,1000
1428,EX_gcdca3s[e],0.0,1000
1429,EX_gdca3s[e],0.0,1000
1430,EX_gudca3s[e],0.0,1000
1431,EX_hca24g[e],0.0,1000
1432,EX_hca6g[e],0.0,1000
1433,EX_hdca24g[e],0.0,1000
1434,EX_hdca6g[e],0.0,1000
1435,EX_hyochol[e],0.0,1000
1436,EX_icdchol[e],0.0,1000
1437,EX_isochol[e],0.0,1000
1438,EX_lca24g[e],0.0,1000
1439,EX_lca3g[e],0.0,1000
1440,EX_lca3s[e],0.0,1000
1441,EX_tca3s[e],0.0,1000
1442,EX_tcdca3s[e],0.0,1000
1443,EX_tdca3s[e],0.0,1000
1444,EX_thyochol[e],0.0,1000
1445,EX_tudca3s[e],0.0,1000
1446,EX_uchol[e],0.0,1000
1447,EX_udca3s[e],0.0,1000
1448,EX_12htacr[e],0.0,1000
1449,EX_1331tacr[e],0.0,1000
1450,EX_13dmt[e],0.0,1000
1451,EX_14hmdz[e],0.0,1000
1452,EX_1513tacr[e],0.0,1000
1453,EX_1531tacr[e],0.0,1000
1454,EX_15dmt[e],0.0,1000
1455,EX_1hibup_S[e],0.0,1000
1456,EX_1hibupglu_S[e],0.0,1000
1457,EX_1hmdgluc[e],0.0,1000
1458,EX_1ohmdz[e],0.0,1000
1459,EX_2hatvacid[e],0.0,1000
1460,EX_2hatvacidgluc[e],0.0,1000
1461,EX_2hatvlac[e],0.0,1000
1462,EX_2hatvlacgluc[e],0.0,1000
1463,EX_2hibup_R[e],0.0,1000
1464,EX_2hibup_S[e],0.0,1000
1465,EX_2hibupglu_S[e],0.0,1000
1466,EX_31dmt[e],0.0,1000
1467,EX_35dhpvs[e],0.0,1000
1468,EX_35dsmv[e],0.0,1000
